# Constructed from biom file
#OTU ID	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Catenulostroma;Other	0.0	3.00147972951e-05	8.49105218776e-05	8.85653302158e-06	0.0	0.0	1.38363300518e-06	0.0	2.14271021416e-05	5.49931991744e-06	0.0	0.0	0.0	0.0	0.0	5.78315482662e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Aureobasidium;Other	0.0	0.0	2.63515412724e-05	0.0	0.0	0.000120999360432	0.0	0.0	1.78559184513e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.81929568885e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Pringsheimia;Other	0.0	0.0	0.000243019769512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales;Other	0.000183765891443	0.000177087304041	0.00153717324089	6.37670377554e-05	1.58715730027e-05	0.000656853670916	0.000166035960622	0.000114601708291	0.00016498868649	6.2325625731e-05	0.000102007446544	7.80181244174e-05	0.000217544531366	1.5284139801e-05	5.10920934985e-05	3.90362950797e-05	2.6739442516e-05	4.23487923536e-05	9.66511036912e-05	3.98140829784e-05	1.86836994065e-05	0.000178220731589	0.000146892874101	0.000208368359488	6.67197115944e-05	0.000120584266236	3.53412254217e-05	5.46422209513e-06	4.76321231038e-05	5.6475057919e-05	3.69057224232e-05	7.58250715599e-06	3.3275981201e-05	0.000364993245329	3.05253928872e-05	8.8510689224e-05	7.80416622412e-05	1.30552776776e-05	0.000552609890764	9.41695281188e-05	0.000210160338632	6.68876187673e-06	0.000146420592329	4.76799919697e-05	0.000525701873849	0.000920700441807	0.000759933990671	0.000191882068671	2.70957477017e-05	4.63055483795e-05	9.97670716009e-05	1.6694744191e-05	0.0	0.000105769925732	0.0	7.28823081175e-05	0.000288513554126	1.99905111707e-05	1.53495747577e-05	0.000131595886198	3.49361143406e-05
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Curreya;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57132082371e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaetopsis;Other	0.000161943691834	0.000357176087811	0.000764194696899	9.74218632374e-05	0.000207773319309	0.00356398116181	0.000325153756218	0.000121854980967	0.000556390418943	0.000230971436532	0.000168012264895	6.72570038081e-05	0.000278457000148	6.11365592039e-06	3.83190701239e-06	5.59038299907e-05	0.0	1.79661543318e-05	6.44340691274e-06	0.0	0.0	9.03514572399e-05	0.0	9.2111334881e-05	0.0	0.0	1.06023676265e-05	0.0	3.64245647265e-05	6.41762021807e-06	2.16343890067e-05	1.01100095413e-05	2.44676332361e-05	1.60688850145e-05	8.47927580201e-07	0.0	0.0	0.0	6.00248674451e-05	6.43108972519e-05	2.51278665756e-05	0.0	3.29035038941e-05	6.27368315391e-06	0.0	0.0	1.907784077e-05	8.12199232472e-06	9.75446917263e-06	4.02127130665e-05	6.92826886117e-06	6.82966807813e-05	1.78192768937e-05	2.73238974807e-05	0.0	3.88516584128e-05	2.62285049206e-05	0.0	9.44589215861e-06	3.90973285082e-05	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae;Other	0.0	0.0	0.0	0.0	0.0	0.000752710307103	0.0	0.0	1.4284734761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4925906393e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35928025666e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67177495078e-07	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae;Other	9.76256298289e-05	9.60473513442e-05	0.00157523657828	2.30269858561e-05	3.89574973704e-05	0.00129013603785	2.76726601036e-06	1.30558908179e-05	7.42806207574e-05	1.83310663915e-06	0.0	1.07611206093e-05	8.91932578599e-05	0.0	0.0	5.78315482662e-06	0.0	0.0	0.0	0.0	0.0	4.96436578241e-07	0.0	2.95113985541e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29035038941e-06	0.0	0.0	0.0	0.0	0.0	1.08382990807e-06	1.21856706262e-06	0.0	1.36593361563e-05	0.0	0.0	0.0	4.82100870816e-06	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Coniothyrium;Other	9.18829457213e-05	0.0	4.97751335145e-05	0.0	0.0	0.0	1.24526970466e-05	0.0	7.14236738052e-07	0.0	0.0	0.0	0.0	0.0	0.0	4.81929568885e-07	0.0	0.0	1.28868138255e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Unknown_21877;Other	0.000638586472763	0.00223009943902	0.0328603719666	0.000572132033194	0.00125818287804	0.03097269343	0.000654458411451	0.00046566010584	0.00744806070441	0.000389535160818	0.000697550921217	0.0	0.00132049530539	2.52188306716e-05	2.81006514242e-05	0.000418314865792	1.50409364153e-05	3.20824184497e-05	0.0	1.17967653269e-05	1.69851812786e-06	0.000193610265514	0.0	0.000152028416794	0.0	0.0	2.00266944056e-05	0.0	0.0	1.28352404361e-06	7.63566670824e-06	5.05500477066e-06	0.0	9.18222000829e-06	0.0	0.0	5.77231229595e-06	1.6319097097e-05	0.0	0.0	0.0	0.0	1.64517519471e-06	0.0	0.0	0.0	7.94910032083e-06	1.01524904059e-06	8.45387328294e-05	9.01739626339e-05	1.8013499039e-05	0.000359695852115	0.0	3.52566419106e-06	3.425736876e-06	3.91352471604e-05	0.0	1.33270074471e-06	1.41688382379e-05	0.000198347422675	2.31364995633e-07
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae;Other	1.14853682152e-06	0.0	0.0	0.0	2.30859243676e-05	0.0	1.38363300518e-05	0.0	6.42813064247e-06	0.0	0.0	1.34514007616e-06	0.0	6.11365592039e-06	0.0	4.81929568885e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Sigarispora;Other	0.00015160686044	0.0	0.000980862925138	1.41704528345e-05	9.95580488354e-05	0.00149127783182	0.0	0.0	2.99979429982e-05	3.66621327829e-06	1.50010950799e-06	0.0	3.91580156458e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Massarinaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0010748514615	5.53453202073e-06	1.45065453533e-06	8.57084085663e-06	0.0	0.0	0.0	2.61053437639e-05	0.0	0.0	4.33736611997e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.04856324203e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30892491838e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.58852008681e-06	2.22740961172e-06	0.0	6.851473752e-06	5.1045974557e-06	1.52999612037e-05	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae;Other	0.0	0.0	0.000137613604422	0.0	0.0	0.0	1.93708620725e-05	1.45065453533e-06	3.99972573309e-05	1.55814064327e-05	1.80013140959e-05	1.34514007616e-06	0.0	0.0	0.0	9.15666180882e-06	0.0	0.0	0.0	0.0	0.0	5.9572389389e-06	0.0	2.68285441401e-06	0.0	0.0	1.06023676265e-05	0.0	1.82122823632e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.98651770276e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.81416047766e-07	0.0	5.67177495078e-07	9.83568934522e-06	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae,g:Paraconiothyrium;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21406532124e-05	0.0	1.2000876064e-05	0.0	0.0	0.0	0.0	9.6385913777e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.15427843736e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13435499016e-06	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae,g:Paraphaeosphaeria;Other	0.000500762054181	0.000405199763483	0.00712369999063	0.000230269858561	0.000419875249436	0.0119600796396	0.00112904453223	0.000359762324761	0.00227555824743	0.00079281862143	0.000511537342226	6.32215835796e-05	0.00124870561004	3.36251075621e-05	1.40503257121e-05	0.000192289897985	3.00818728306e-05	9.49639586111e-05	3.35057159463e-05	0.0	1.69851812786e-05	0.000724300967654	1.1387044504e-06	0.000621527939246	0.0	1.77329803288e-06	0.000193198698972	2.91425178407e-05	0.000124684086948	2.18199087414e-05	2.54522223608e-06	0.0	0.0	3.55811025321e-05	2.5437827406e-05	1.49595531083e-05	1.45462269858e-05	0.0	0.0	0.0	2.28435150687e-05	0.0	0.000126678489992	5.01894652312e-06	4.94778234211e-06	0.0	1.58982006417e-06	7.10674328413e-06	5.96106449438e-05	0.000136479511013	1.66278452668e-05	0.00022462019457	3.56385537875e-05	2.90867295763e-05	2.7405895008e-05	0.000222617166818	6.66641166731e-05	2.13232119154e-05	3.30606225551e-05	0.00018499711538	6.24685488209e-06
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae,g:Unknown_21889;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21406532124e-05	1.74145130719e-05	0.0	1.07611206093e-05	1.08772265683e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02483400536e-05	0.0	0.0	0.0	0.0	0.0	9.8066135802e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30892491838e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6694744191e-05	0.0	0.0	0.0	3.40306497047e-06	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae;Other	0.000111408071687	0.000189093222959	0.00430115712546	0.000145247141554	0.000164487211119	0.00487454566312	0.000463517056736	2.17598180299e-05	0.00057567481087	0.000190643090471	0.000163511936371	4.57347625895e-05	0.000352422140812	7.64206990048e-06	1.14957210372e-05	6.84339987817e-05	1.67121515725e-06	4.36320890916e-05	2.5773627651e-06	0.0	1.69851812786e-06	0.000203538997079	4.55481780159e-06	3.84542466008e-05	0.0	1.4186384263e-05	2.70949394899e-05	3.82495546659e-05	3.22217303349e-05	6.41762021807e-06	0.0	0.0	3.91482131777e-06	0.0	3.3917103208e-06	4.98651770276e-06	1.38535495103e-06	0.0	0.0	0.0	4.56870301374e-06	0.0	1.64517519471e-06	5.01894652312e-06	0.0	0.0	0.0	0.0	2.16765981614e-05	4.38684142543e-05	5.54261508894e-06	1.82124482084e-05	1.11370480586e-05	0.0	0.0	2.43886322883e-05	4.5899883611e-05	1.06616059577e-05	0.0	2.00254609432e-05	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria;Other	0.0	1.50073986475e-05	0.000761266747868	0.0	0.0	0.0	1.10690640415e-05	5.80261814131e-06	2.07128654035e-05	3.66621327829e-06	0.0	0.0	0.0	0.0	0.0	1.44578870666e-06	0.0	0.0	0.0	0.0	0.0	2.97861946945e-06	0.0	1.43085568747e-05	0.0	0.0	0.0	0.0	0.0	5.13409617446e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33531963228e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53593378248e-07	9.25459982532e-07
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Sclerostagonospora;Other	9.18829457213e-06	0.0	0.0	5.13678915252e-05	1.44287027298e-06	0.000378712283949	1.38363300518e-06	0.0	0.0	1.09986398349e-05	0.0	0.0	1.30526718819e-05	6.11365592039e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50766242616e-07	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Unknown_21907;Other	0.000372125930171	0.000252124297279	0.00183582404198	0.000209014179309	0.000369374789882	0.00349169582961	0.000128677869482	1.01545817473e-05	0.000129991086326	7.14911589267e-05	5.25038327798e-05	1.34514007616e-06	0.000224070867307	3.05682796019e-06	0.0	2.45784080131e-05	0.0	1.28329673799e-06	5.1547255302e-06	0.0	8.4925906393e-07	5.9572389389e-06	4.55481780159e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61243509949e-06	0.0	0.0	0.0	9.74853650096e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Unknown_21912;Other	8.03975775061e-06	0.0	0.0	0.0	0.0	0.0	1.24526970466e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33736611997e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
